Unnamed: 0.1,Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
38,100,2023-11-01 08:00:00,PCU-002,99002,Plasma Monitoring System,1,Software,Vendor R,500,8 weeks,Medium,External,A.2,DBD Integration,SEMI S345,Resonance Frequency Test,Provided by vendor,Level 1,3.0,Custom crate,"RoHS, REACH",-,130.0
100,93,2029-11-01 08:00:00,WLS-002,68224,Electromagnetic Coil,1,"Aluminum, Glass",Vendor SS,30000,16 weeks,High,External,B.1,Vacuum Technology,SEMI S345,Cooling Efficiency Test,Provided by vendor,Level 1,178.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,215.0
37,33,2026-01-01 08:00:00,VS-002,11223,Vacuum Leak Checker,1,"Glass, Quartz",Vendor LL,500,16 weeks,Medium,External,A.3,Sensing Device Assembly,SEMI S567,Leak Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,92.0
57,85,2029-03-01 08:00:00,GPS-002,99002,Flow Control Module,1,"Ferrite, Copper",Vendor LL,30000,8 weeks,High,External,A.2,Photolithography Integration,SEMI S678,Dielectric Barrier Discharge Test,Provided by vendor,Level 2,165.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,13.0
16,69,2026-04-01 08:00:00,CAL-001,99002,Laser Beam Collimation Unit,1,Ceramic,Vendor VV,500,10 weeks,Medium,External,B.2,GC Integration,SEMI S234,Terahertz Wave Analysis,Provided by vendor,Level 1,131.0,Custom crate,"RoHS, REACH",-,53.0
100,68,2030-04-01 08:00:00,AFR-002,11223,High-Voltage Modulator,1,"Glass, Quartz",Vendor EEE,500,16 weeks,Medium,External,A.2,MEMS Fabrication,SEMI S567,Leak Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
100,86,2024-12-01 08:00:00,FCM-002,99002,Coolant Pump for Closed-loop System,1,"Stainless Steel, Plastic",Vendor OO,30000,4 weeks,High,External,A.1,Nanoparticle Deposition,SEMI S567,Deposition Uniformity Test,Provided by vendor,Level 2,161.0,Custom packaging,"RoHS, REACH",-,54.0
12,33,2024-05-01 08:00:00,CCM-001,99002,Ion Implantation Module,1,"Quartz, Plastic",Vendor TT,823,8 weeks,Low,External,A.1,PMS Integration,SEMI S345,Thermal Control Tests,Provided by vendor,Level 2,43.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,101.0
100,70,2023-06-01 08:00:00,GC-002,65728,Plasma Power Supply,1,Aluminum Alloy,Vendor S,500,8 weeks,High,External,A.2,LSM Integration,SEMI S345,Functional Tests,Provided by vendor,Level 1,155.0,Custom crate,"RoHS, REACH",-,185.0
24,100,2024-01-01 08:00:00,VLC-002,85532,Robot arm and wafer chuck,1,"Glass, Quartz",Vendor L,11533,8 weeks,Low,External,A.1,ESR Integration,SEMI S567,Helium Leak Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,108.0
58,52,2023-03-01 08:00:00,LC-002,99002,System for loading wafers into chamber,1,Electronic Components,Vendor N,22031,15 weeks,Medium,External,A.2,Automated Loading,SEMI S456,Terahertz Wave Analysis,Provided by vendor,Level 1,171.0,Custom packaging,"RoHS, REACH",-,45.0
80,100,2023-11-01 08:00:00,SPA-001,99002,Chemical Mechanical Polishing Unit,1,"Stainless Steel, Glass",Vendor EE,500,8 weeks,Medium,External,A.2,ACU Integration,SEMI S234,Analog Signal Accuracy Test,Provided by vendor,Level 2,78.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
38,100,2029-11-01 08:00:00,PCB-002,11223,Coating and Sputtering Tool,1,"Polyethylene, Aluminum",Vendor Q,30000,12 weeks,High,External,B.1,FTIR Spectroscopy Integration,SEMI S567,Visual Inspection,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,45.0
100,73,2025-02-01 08:00:00,SPG-001,11223,Vacuum Sealing System,1,Silicon,Vendor VV,4033,6 weeks,Medium,External,A.3,CPS Integration,SEMI S345,Visual Inspection,Provided by vendor,Level 1,90.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,58.0
8,62,2029-11-01 08:00:00,MFM-002,19672,Lamp for Plasma Source,1,"Copper, Ceramic",Vendor R,500,16 weeks,Medium,External,A.1,"Laser Cutting, Assembly",SEMI S234,Wavelength Accuracy Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,101.0
11,88,2026-01-01 08:00:00,SPA-001,11223,Magnetic Field Manipulation Unit,1,"Titanium, Glass",Vendor C,30000,20 weeks,High,External,A.1,RTS Integration,SEMI S567,Resolution Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
100,37,2025-10-01 08:00:00,TES-002,11223,Plasma Power Supply,1,Ceramic,Vendor BB,500,10 weeks,High,External,A.2,Injection Molding,ISO 9001,Spectral Resolution Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
99,62,2024-02-01 08:00:00,DAC-002,11223,Plasma Resonance Analyzer,1,Stainless Steel,Vendor T,500,8 weeks,Medium,External,B.1,Hydrogen Activation Process,ISO 14001,Pressure Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,240.0
100,100,2023-09-01 08:00:00,VLC-002,83637,Atmospheric Control Panel,1,Silicon,Vendor VV,28750,16 weeks,Medium,External,A.2,PLD Integration,SEMI S567,Software Testing,Provided by vendor,Level 1,6.0,Digital delivery,"RoHS, REACH",-,17.0
26,94,2027-11-01 08:00:00,FTIR-002,96355,Spectroscopic Ellipsometry Module,1,"Gold, Quartz",Vendor B,10754,12 weeks,Medium,External,B.2,DBD Integration,SEMI S234,Pressure Calibration,Provided by vendor,Level 1,176.0,Custom crate,"RoHS, REACH",-,240.0
100,100,2028-02-01 08:00:00,PCB-002,24035,Photoacoustic Spectroscopy Module,1,"Glass, Quartz",Vendor O,19142,6 weeks,Medium,External,A.1,Cylinder Filling,ISO 9001,Calibration Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,173.0
100,80,2024-02-01 08:00:00,PLD-001,99002,Advanced Plasma Source,1,Stainless Steel,Vendor D,30000,12 weeks,Medium,External,A.1,Vacuum Sealing,SEMI S567,Plasma Uniformity Test,Provided by vendor,Level 2,122.0,Custom packaging,"RoHS, REACH",-,142.0
0,100,2027-09-01 08:00:00,HFS-001,99002,Gas distribution manifold,1,"Steel, Brass",Vendor A,500,12 weeks,Medium,External,A.2,Sampling System Assembly,SEMI S678,Activation Efficiency Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,229.0
99,100,2028-08-01 08:00:00,LPC-002,98150,Acoustic Control Unit,1,"Ceramic, Polyurethane",Vendor Q,30000,6 weeks,Medium,External,A.2,SPA Integration,SEMI S567,Microstructural Analysis,Provided by vendor,Level 1,77.0,Custom crate,"RoHS, REACH",-,119.0
100,0,2025-11-01 08:00:00,TCU-002,11223,Data Acquisition System,1,Stainless Steel,Vendor L,18697,8 weeks,Medium,External,A.1,PAS Integration,SEMI S345,Voltage Limiting Test,Provided by vendor,Level 2,174.0,Custom crate,"RoHS, REACH",-,58.0
100,100,2030-07-01 08:00:00,GDU-002,11223,High-Flow Sampling System,1,Tungsten,Vendor B,500,14 weeks,Low,External,A.3,Calibration Procedure,ISO 9001,Vacuum Integrity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
100,60,2030-06-01 08:00:00,MSI-001,73209,Cathode Voltage Limiter,1,Electronic Components,Vendor J,500,8 weeks,Medium,External,A.2,PMS Integration,SEMI S567,Reactive Ionization Test,Provided by vendor,Level 1,169.0,Custom packaging,"RoHS, REACH",-,45.0
44,92,2030-03-01 08:00:00,PPS-002,38719,Atomic Force Microscope Attachment,1,"Zinc Sulfide, Aluminum",Vendor C,30000,12 weeks,High,External,A.3,GC Integration,SEMI S789,Beam Collimation Accuracy Test,Provided by vendor,Level 2,154.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
79,100,2030-01-01 08:00:00,FTS-002,82542,Digital-to-Analog Converter,1,"Quartz, Aluminum",Vendor S,500,6 weeks,Medium,External,A.3,GDU Assembly,SEMI S456,Pressure Test,Provided by vendor,Level 2,157.0,Custom packaging,"RoHS, REACH",-,124.0
32,0,2023-04-01 08:00:00,PCS-002,69506,Remote Plasma Inspection Unit,1,"Quartz, Dielectric Materials",Vendor OO,500,15 weeks,Medium,External,A.3,EMS Integration,SEMI S234,Functional Tests,Provided by vendor,Level 2,119.0,Custom packaging,"RoHS, REACH",-,14.0
100,100,2024-08-01 08:00:00,VAL-002,11223,Fourier Transform Infrared Spectroscopy Module,1,"Titanium, Polypropylene",Vendor D,17646,10 weeks,Medium,External,B.1,Advanced Plasma Generation,SEMI S567,RFQ Stability Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
34,95,2027-05-01 08:00:00,TOF-001,11223,Pressure Sensing Device,1,"Silicon, Glass",Vendor LL,8406,15 weeks,High,External,A.3,Electronic Assembly,SEMI S234,Activation Efficiency Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during lid opening,8.0
27,0,2028-08-01 08:00:00,FTS-001,11223,Charge-Coupled Device Camera,1,"Electronic Components, Plastic",Vendor SS,500,6 weeks,High,External,A.3,SPA Integration,SEMI S345,Electrical Safety Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,46.0
97,100,2026-11-01 08:00:00,GPS-002,11242,Extreme Ultraviolet Light Source,1,Electronic Components,Vendor XYZ,8921,10 weeks,High,External,A.2,MIR Spectroscopy Integration,SEMI S567,Separation Efficiency Test,Provided by vendor,Level 1,78.0,Custom packaging,"RoHS, REACH",-,240.0
4,0,2025-10-01 08:00:00,PMS-001,11223,Gas Chromatography Module,1,"Aluminum, Glass",Vendor N,500,14 weeks,Medium,External,A.3,Controller Assembly,SEMI S456,Electrical Safety Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,40.0
100,100,2027-01-01 08:00:00,AFR-002,74037,Pressure Gauge,1,Plastic,Vendor R,20545,20 weeks,High,External,A.3,CPS Integration,SEMI S678,Temperature Profile Test,Provided by vendor,Level 2,58.0,Custom packaging,"RoHS, REACH",-,240.0
78,9,2030-02-01 08:00:00,CCD-003,99002,Spectroscopic Ellipsometry Module,1,"Copper, Magnetic Alloy",Vendor E,500,4 weeks,Medium,External,A.3,Hydrogen Activation Process,SEMI S567,Cooling Efficiency Test,Provided by vendor,Level 1,130.0,Custom crate,"RoHS, REACH",-,57.0
55,30,2030-01-01 08:00:00,WLS-002,11223,Control system for plasma parameters,1,"Silicon, Glass",Vendor II,30000,20 weeks,Low,External,B.1,PLD Integration,SEMI S345,Helium Leak Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,117.0
55,100,2024-06-01 08:00:00,EUV-001,99002,Specialized chamber for etching process,1,Electronic Components,Vendor XX,30000,10 weeks,High,External,B.2,"Lamp Assembly, Testing",SEMI S345,AFM Resolution Test,Provided by vendor,Level 2,166.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,72.0
45,10,2026-12-01 08:00:00,PCU-002,70550,Remote Monitoring System,1,"Silicon, Copper",Vendor E,500,12 weeks,High,External,A.2,ACP Integration,SEMI S678,Activation Efficiency Test,Provided by vendor,Level 1,81.0,Custom packaging,"RoHS, REACH",-,240.0
44,100,2026-07-01 08:00:00,HVM-002,99002,Plasma Power Supply,1,"Aluminum Alloy, Glass",Vendor C,29229,18 weeks,Medium,External,A.2,LSM Integration,SEMI S456,AFM Resolution Test,Provided by vendor,Level 1,36.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
100,100,2029-01-01 08:00:00,FCM-002,70501,Gas Supply Unit,1,Electronic Components,Vendor MM,25025,12 weeks,High,External,A.1,"Laser Cutting, Assembly",SEMI S234,Control System Tests,Provided by vendor,Level 1,106.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,57.0
100,48,2029-10-01 08:00:00,CHM-001,11223,Time-of-Flight Mass Spectrometry Module,1,"Aluminum, Glass",Vendor E,16564,8 weeks,Medium,External,A.1,Photolithography Integration,ISO 14001,Beam Collimation Accuracy Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,48.0
0,26,2027-07-01 08:00:00,EDA-001,11223,Specialized chamber for etching process,1,"Titanium, Glass",Vendor H,28491,14 weeks,Medium,External,B.2,"CNC Machining, Welding",SEMI S567,Reactive Ionization Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,41.0
50,14,2026-01-01 08:00:00,ESR-002,11223,Fourier Transform Spectrometer Module,1,Zinc Selenide,Vendor EEE,30000,10 weeks,Medium,External,A.1,Automated Loading,SEMI S345,Gas Composition Analysis,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,27.0
12,38,2027-06-01 08:00:00,HFS-001,54812,Plasma Power Supply,1,Electronic Components,Vendor UU,500,18 weeks,High,External,B.2,ESR Integration,SEMI S789,Electrical Tests,Provided by vendor,Level 2,169.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,28.0
42,77,2030-06-01 08:00:00,MIR-001,53039,Electron Microscopy System,1,"Silicon, Aluminum",Vendor X,2594,12 weeks,Medium,External,B.1,Integration of Components,SEMI S789,Flow Rate Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,29.0
0,40,2029-12-01 08:00:00,ION-002,11223,Coolant Purification System,1,Ceramic,Vendor B,30000,12 weeks,High,External,A.2,Injection Molding,SEMI S678,Data Accuracy Test,Provided by vendor,Level 1,77.0,Custom crate,"RoHS, REACH",Safety interlocks during handling,36.0
85,90,2025-07-01 08:00:00,GFMS-002,11223,Acoustic Control Unit,1,"Stainless Steel, Polyethylene",Vendor AA,500,12 weeks,Medium,External,A.3,Filtration and Purification,SEMI S789,Separation Efficiency Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,134.0
49,47,2026-08-01 08:00:00,TSP-002,36456,Pulse Width Modulation Controller,1,Ceramic,Vendor XX,2661,4 weeks,Medium,External,B.2,Integration of Components,SEMI S567,Remote Tuning Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,28.0
83,0,2030-07-01 08:00:00,PMS-001,11223,Magnetic Field Manipulation Unit,1,Titanium,Vendor II,500,14 weeks,High,External,A.2,LC Integration,ISO 14001,Visual Inspection,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,23.0
0,100,2027-08-01 08:00:00,ACU-002,11548,Control System Unit,1,"Zinc Sulfide, Aluminum",Vendor W,25691,4 weeks,High,External,A.2,"CNC Machining, Welding",SEMI S345,Visual Inspection,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,240.0
76,100,2025-12-01 08:00:00,PSD-002,81497,Acoustic Control Unit,1,"Silicon, Aluminum",Vendor II,15054,15 weeks,Medium,External,B.1,CNC Machining,ISO 9001,Deposition Uniformity Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
76,55,2024-06-01 08:00:00,LMP-001,27678,Pulse Width Modulation Controller,1,"Titanium, Quartz",Vendor A,18275,12 weeks,Medium,External,A.3,Quartz Fabrication,SEMI S567,Temperature Stability Test,Provided by vendor,Level 1,108.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,95.0
100,83,2028-02-01 08:00:00,TSP-002,11223,Laser Beam Collimation Unit,1,Software,Vendor II,500,10 weeks,Medium,External,B.1,FCM Assembly,SEMI S234,Functional Tests,Provided by vendor,Level 1,107.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,27.0
17,91,2025-09-01 08:00:00,EUV-001,57484,Fourier Transform Infrared Spectroscopy Module,1,"Steel, Brass",Vendor UU,3390,10 weeks,Medium,External,A.1,LBC Integration,SEMI S567,Pressure Test,Provided by vendor,Level 1,5.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,48.0
0,89,2027-08-01 08:00:00,PCU-002,11427,Electron Spin Resonance Module,1,Ceramic,Vendor W,500,4 weeks,Low,External,A.2,FCM Assembly,SEMI S567,Leak Test,Provided by vendor,Level 2,74.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
100,100,2028-07-01 08:00:00,PSD-002,11223,Pressure Sensing Device,1,Plastic,Vendor L,12805,8 weeks,Medium,External,A.1,Nanoparticle Deposition,SEMI S234,Functional Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
100,36,2026-11-01 08:00:00,GDS-001,83700,RF Generator and Electrostatic Chuck Assembly,1,Silicon,Vendor G,4809,8 weeks,Medium,External,A.2,Coil Assembly,SEMI S234,Mass Spectrometry Test,Provided by vendor,Level 1,200.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,86.0
67,91,2029-11-01 08:00:00,RTS-001,62508,Ion source for plasma etching,1,"Steel, Brass",Vendor Z,1315,10 weeks,Medium,External,B.2,Sensor Integration,SEMI S567,Gas Purity Analysis,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,162.0
62,62,2024-05-01 08:00:00,PCU-002,11223,Pressure Sensing Device,1,"Titanium, Quartz",Vendor F,500,10 weeks,Medium,External,A.1,Advanced Plasma Generation,SEMI S345,Gas Flow Stability Test,Provided by vendor,Level 1,172.0,Custom crate,"RoHS, REACH",-,150.0
70,92,2024-05-01 08:00:00,IMS-002,67300,Atmospheric Pressure Sensor,1,Stainless Steel,Vendor SS,30000,15 weeks,Medium,External,A.1,CCD Integration,SEMI S234,Functional Tests,Provided by vendor,Level 2,83.0,Custom packaging,"RoHS, REACH",-,139.0
47,42,2023-02-01 08:00:00,DIE-001,11223,Lid for chamber,1,Stainless Steel,Vendor VV,500,12 weeks,High,External,A.2,CNC Machining,SEMI S345,Voltage Limiting Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,99.0
100,100,2024-02-01 08:00:00,PCU-002,11223,Robot arm and wafer chuck,1,Optical Elements,Vendor A,500,8 weeks,Medium,External,A.1,FCM Assembly,ISO 9001,Ellipsometry Accuracy Test,Provided by vendor,Level 2,174.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,150.0
11,98,2028-10-01 08:00:00,NANO-002,99002,Dielectric Barrier Discharge Unit,1,Stainless Steel,Vendor XX,500,6 weeks,High,External,A.1,Valve Assembly,SEMI S234,Functional Tests,Provided by vendor,Level 1,160.0,Custom crate,"RoHS, REACH",-,216.0
96,0,2024-05-01 08:00:00,TCU-002,39076,Coating and Sputtering Tool,1,"Quartz, Plastic",Vendor YY,500,16 weeks,High,External,B.1,Photolithography Integration,SEMI S234,Calibration Tests,Provided by vendor,Level 2,136.0,Custom packaging,"RoHS, REACH",-,67.0
100,100,2027-08-01 08:00:00,ACU-002,36289,Thermal Evaporation Source,1,"Aluminum, Optical Glass",Vendor A,500,15 weeks,Low,External,A.3,Coil Assembly,SEMI S345,Spectral Resolution Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,240.0
0,78,2029-08-01 08:00:00,VSS-002,79691,Coolant Purification System,1,"Quartz, Dielectric Materials",Vendor C,18399,12 weeks,Medium,External,A.3,HVM Integration,SEMI S567,Flow Rate Test,Provided by vendor,Level 1,149.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,207.0
93,71,2030-03-01 08:00:00,APS-002,33810,Cathode Voltage Limiter,1,Aluminum,Vendor TT,24343,16 weeks,High,External,A.2,Electronic Assembly,SEMI S789,Temperature Profile Test,Provided by vendor,Level 2,99.0,Custom packaging,"RoHS, REACH",-,26.0
100,100,2029-05-01 08:00:00,PLC-002,11223,Remote Monitoring System,1,Carbon Composite,Vendor EE,5485,15 weeks,Low,External,B.2,Hydrogen Activation Process,SEMI S234,Coating Uniformity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
25,71,2025-10-01 08:00:00,APS-002,98561,Photoacoustic Spectroscopy Module,1,"Silicon, Glass",Vendor K,500,8 weeks,Medium,External,A.1,FCM Assembly,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,107.0
41,45,2028-02-01 08:00:00,NEW-001,84658,Vacuum Sealing System,1,Aluminum Alloy,Vendor SS,9038,22 weeks,Low,External,A.2,RFQ Integration,SEMI S234,Activation Efficiency Test,Provided by vendor,Level 2,168.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,157.0
0,0,2025-01-01 08:00:00,FTS-001,99002,Acoustic Control Unit,1,Aluminum Alloy,Vendor AAA,500,8 weeks,High,External,B.2,HPS Integration,ISO 9001,Voltage Limiting Test,Provided by vendor,Level 2,78.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,161.0
100,80,2026-12-01 08:00:00,CMP-002,21259,Coolant Purification System,1,"Inconel, Polyurethane",Vendor E,30000,16 weeks,Medium,External,A.1,Coating and Sputtering,SEMI S234,Deposition Uniformity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,24.0
93,62,2024-10-01 08:00:00,RMS-002,11223,Pulsed Laser Deposition Unit,1,Zinc Selenide,Vendor E,500,18 weeks,Low,External,A.1,LSM Integration,SEMI S345,Electrical Safety Tests,Provided by vendor,Level 1,33.0,Custom packaging,"RoHS, REACH",-,223.0
50,67,2029-07-01 08:00:00,MAS-002,45171,Gas Supply Unit,1,"Aluminum Alloy, Ceramic",Vendor Y,500,8 weeks,Medium,External,A.2,"Laser Cutting, Assembly",SEMI S890,Gas Flow Stability Test,Provided by vendor,Level 1,161.0,Custom crate,"RoHS, REACH",-,108.0
100,33,2023-07-01 08:00:00,LID-001,11223,Valve for Gas Distribution,1,"Quartz, Aluminum",Vendor T,7246,10 weeks,High,External,A.1,Calibration Procedure,SEMI S345,Leak Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,24.0
38,0,2027-01-01 08:00:00,FTS-001,11223,Thermal Evaporation Source,1,Carbon Composite,Vendor AA,500,8 weeks,Medium,External,A.1,Electronic Assembly,SEMI S123,Plasma Characteristics Analysis,Provided by vendor,Level 1,131.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,53.0
23,100,2027-11-01 08:00:00,VAL-002,11223,Data Acquisition System,1,"Zinc Sulfide, Aluminum",Vendor Q,500,4 weeks,High,External,A.1,RFS Integration,SEMI S567,Resonance Frequency Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,8.0
64,100,2027-04-01 08:00:00,RMS-002,12386,Coolant Purification System,1,Aluminum,Vendor RR,30000,10 weeks,Medium,External,A.3,PAS Integration,SEMI S234,Ion Dose Uniformity Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,60.0
98,100,2024-09-01 08:00:00,EMS-002,11223,Thermal Control Unit,1,"Silicon, Aluminum",Vendor L,12379,10 weeks,Medium,External,A.3,"Lamp Assembly, Testing",SEMI S678,Resolution Enhancement Test,Provided by vendor,Level 1,106.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,184.0
100,100,2023-09-01 08:00:00,LID-001,29790,Thermal Control Unit,1,"Quartz, Aluminum",Vendor T,30000,8 weeks,High,External,A.2,MSI Integration,SEMI S345,Leak Test,Provided by vendor,Level 2,76.0,Custom crate,"RoHS, REACH",-,51.0
55,0,2024-12-01 08:00:00,FCM-002,11223,Atomic Force Microscope Attachment,1,"Titanium, Glass",Vendor CCC,30000,15 weeks,High,External,A.2,EDA Integration,SEMI S567,Deposition Uniformity Test,Provided by vendor,Level 2,37.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,192.0
67,74,2029-11-01 08:00:00,EMC-003,50398,Coolant Purification System,1,Titanium,Vendor YY,17849,8 weeks,High,External,A.1,SPS Integration,SEMI S456,Temperature Profile Test,Provided by vendor,Level 2,162.0,Custom crate,"RoHS, REACH",-,75.0
100,22,2026-05-01 08:00:00,PSA-001,72836,System for controlling gas flow rates,1,"Silicon, Copper",Vendor SS,22083,10 weeks,Low,External,A.3,AFM Integration,ISO 9001,Image Resolution Test,Provided by vendor,Level 2,41.0,Custom packaging,"RoHS, REACH",-,53.0
44,92,2029-12-01 08:00:00,PCB-002,82023,Cathode Voltage Limiter,1,"Aluminum Alloy, Ceramic",Vendor BB,30000,12 weeks,High,External,A.1,RMS Integration,SEMI S678,Spectral Analysis Test,Provided by vendor,Level 2,133.0,Custom packaging,"RoHS, REACH",-,196.0
100,0,2029-08-01 08:00:00,GSU-001,99002,Calibration Kit,1,"Silicon, Plastic",Vendor WW,500,6 weeks,High,External,A.3,ACU Integration,SEMI S789,Pressure Calibration,Provided by vendor,Level 2,176.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,88.0
53,0,2028-01-01 08:00:00,DIE-001,11223,Atmospheric Control Panel,1,"Copper, Silicon",Vendor UU,14969,8 weeks,High,External,A.2,ACU Integration,SEMI S789,Functional Tests,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,71.0
70,84,2028-07-01 08:00:00,TCU-002,68106,High-Voltage Modulator,1,"Stainless Steel, Plastic",Vendor NN,30000,8 weeks,High,External,B.2,AFM Integration,SEMI S890,Nanoparticle Size Analysis,Provided by vendor,Level 1,111.0,Custom crate,"RoHS, REACH",-,240.0
11,87,2023-09-01 08:00:00,CAL-001,58943,Chiller for Cooling System,1,Optical Elements,Vendor VV,30000,10 weeks,Medium,External,B.2,MEMS Fabrication,SEMI S345,Electrical Safety Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,134.0
42,100,2028-06-01 08:00:00,APS-002,60579,Robot arm and wafer chuck,1,Electronic Components,Vendor F,500,6 weeks,Medium,External,A.3,Sampling System Assembly,SEMI S345,Control System Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
13,100,2028-12-01 08:00:00,PHOTO-002,58461,Remote Plasma Inspection Unit,1,Electronic Components,Vendor TT,30000,20 weeks,Low,External,B.2,Integration of Components,SEMI S345,Performance Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,217.0
24,100,2027-11-01 08:00:00,CAL-001,99002,Charge-Coupled Device Camera,1,"Stainless Steel, Glass",Vendor V,500,15 weeks,Medium,External,B.1,PRA Integration,SEMI S890,Ion Dose Uniformity Test,Provided by vendor,Level 1,12.0,Custom packaging,"RoHS, REACH",-,240.0
100,100,2027-01-01 08:00:00,ESR-002,11223,Precision temperature control,1,"Electronic Components, Ceramic",Vendor L,500,6 weeks,Medium,External,A.2,Automated Loading,SEMI S456,Resolution Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
100,22,2026-10-01 08:00:00,HFS-001,99002,Liquid Delivery System,1,Stainless Steel,Vendor E,500,12 weeks,Medium,External,A.1,RFQ Integration,SEMI S567,Calibration Tests,Provided by vendor,Level 1,73.0,Custom packaging,"RoHS, REACH",-,37.0
99,100,2025-02-01 08:00:00,CAL-001,11223,Digital-to-Analog Converter,1,"Plastic, Aluminum",Vendor M,500,14 weeks,High,External,A.3,Hydrogen Activation Process,ISO 14001,Remote Tuning Tests,Provided by vendor,Level 1,174.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
