Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
0,2025-02-01 08:00:00,GDS-001,62681,Gas distribution manifold,1,Software,Vendor T,13413,8 weeks,High,External,A.2,FTIR Spectroscopy Integration,SEMI S456,Resolution Enhancement Test,Provided by vendor,Level 1,40,Custom packaging,"RoHS, REACH",-,90.0
5,2025-04-01 08:00:00,EC-002,29593,Mid-Infrared Spectroscopy Module,1,"Gold, Quartz",Vendor I,14949,14 weeks,Medium,External,A.2,RFQ Integration,SEMI S456,Diagnostics Performance Test,Provided by vendor,Level 2,75,Custom packaging,"RoHS, REACH",-,240.0
22,2025-04-01 08:00:00,ION-002,99001,Plasma Control Software System,1,"Electronic Components, Ceramic",Vendor Z,5000,10 weeks,Medium,External,A.2,"Laser Cutting, Assembly",SEMI S789,Spectral Analysis Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
54,2027-06-01 08:00:00,SPS-001,27534,High-Energy Accelerator,1,"Silicon, Aluminum",Vendor GG,5000,14 weeks,Medium,External,A.1,Integration of Components,SEMI S789,Wavelength Accuracy Test,Provided by vendor,Level 2,65,Digital delivery,"RoHS, REACH",Safety interlocks during operation,90.0
58,2027-09-01 08:00:00,PCU-002,99001,Plasma Control System,1,Zinc Selenide,Vendor V,12430,8 weeks,High,External,A.2,CMP Technology,SEMI S234,Control System Tests,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
20,2023-06-01 08:00:00,TOF-001,32638,Gas distribution manifold,1,"Ferrite, Copper",Vendor UU,5000,14 weeks,Medium,External,B.2,Precision Machining,SEMI S456,Mass Accuracy Test,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",-,187.0
0,2025-10-01 08:00:00,RFS-002,26739,Main chamber body,1,"Aluminum, Glass",Vendor G,19466,15 weeks,Medium,External,A.1,LBC Integration,SEMI S567,Mass Accuracy Test,Provided by vendor,Level 2,60,Custom crate,"RoHS, REACH",Safety interlocks during handling,203.0
34,2027-03-01 08:00:00,MIR-001,91012,Plasma Control System,1,"Stainless Steel, Glass",Vendor A,22476,20 weeks,Medium,External,A.2,Ion Implantation Process,SEMI S234,Spectral Analysis Test,Provided by vendor,Level 1,84,Custom crate,"RoHS, REACH",-,126.0
58,2024-11-01 08:00:00,PSU-002,23061,Remote Plasma Inspection Unit,1,Stainless Steel,Vendor R,5000,12 weeks,Medium,External,A.1,GC Integration,SEMI S567,Control System Tests,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
58,2023-12-01 08:00:00,GPS-002,53316,Data Acquisition System,1,Stainless Steel,Vendor C,25016,8 weeks,Medium,External,B.2,Electronic Assembly,SEMI S567,Acoustic Wave Control Test,Provided by vendor,Level 1,200,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
23,2023-04-01 08:00:00,EC-002,47207,Mass Spectrometry Analyzer,1,"Glass, Quartz",Vendor DDD,12710,12 weeks,High,External,B.2,Vacuum Technology,SEMI S234,Terahertz Wave Analysis,Provided by vendor,Level 2,39,,"RoHS, REACH",Safety interlocks during operation,204.0
56,2023-12-01 08:00:00,VS-002,96641,High-performance vacuum system,1,"Glass, Quartz",Vendor CCC,15310,10 weeks,Medium,External,A.1,LBC Integration,SEMI S456,Plasma Uniformity Test,Provided by vendor,Level 1,61,Custom crate,"RoHS, REACH",-,90.0
0,2026-12-01 08:00:00,LID-001,99001,Micro-Etching Module,1,Various,Vendor K,30000,22 weeks,Medium,External,B.1,Filtration and Purification,SEMI S456,Plasma Resonance Frequency Test,Provided by vendor,Level 2,106,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
44,2024-01-01 08:00:00,ACU-002,25044,Plasma Resonance Analyzer,1,Electronic Components,Vendor R,5000,10 weeks,Medium,External,A.2,LC Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 1,70,Custom crate,"RoHS, REACH",-,90.0
0,2026-04-01 08:00:00,THZ-001,14510,Photolithography Enhancement Unit,1,Stainless Steel,Vendor YY,6127,14 weeks,Medium,External,B.2,RFQ Integration,SEMI S890,Plasma Characteristics Analysis,Provided by vendor,Level 1,34,Custom crate,"RoHS, REACH",-,90.0
22,2024-09-01 08:00:00,UTS-002,83034,High-voltage power supply,1,Stainless Steel,Vendor A,30000,10 weeks,High,External,B.1,RFQ Integration,SEMI S678,Electrical Safety Tests,Provided by vendor,Level 1,40,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
58,2024-11-01 08:00:00,ACU-002,11223,Photolithography Enhancement Unit,1,Stainless Steel,Vendor E,15838,8 weeks,Medium,External,B.1,"CNC Machining, Welding",SEMI S789,Helium Leak Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
58,2025-02-01 08:00:00,HGA-001,22348,Nanoparticle Deposition Module,1,"Zinc Sulfide, Aluminum",Vendor WW,27142,20 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S456,Mass Spectrometry Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
13,2027-02-01 08:00:00,MIR-001,99001,Chemical Mechanical Polishing Unit,1,"Stainless Steel, Polyethylene",Vendor EE,19858,8 weeks,High,External,A.3,TOF-MS Integration,SEMI S789,Reactive Ionization Test,Provided by vendor,Level 2,42,Custom crate,"RoHS, REACH",Safety interlocks during operation,207.0
11,2025-07-01 08:00:00,PSA-001,36400,Ultrasonic Testing System,1,Stainless Steel,Vendor OO,5000,12 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S678,Analog Signal Accuracy Test,Provided by vendor,Level 2,46,Custom packaging,"RoHS, REACH",-,147.0
45,2026-12-01 08:00:00,CS-002,86788,Advanced Plasma Source,1,"Titanium, Silicon",Vendor H,22689,10 weeks,High,External,A.1,Software Development,SEMI S890,Resolution Test,Provided by vendor,Level 1,69,Custom crate,"RoHS, REACH",Safety interlocks during operation,187.0
12,2026-02-01 08:00:00,MFM-002,99001,Closed-loop coolant system,1,Stainless Steel,Vendor NN,23227,12 weeks,High,External,A.2,Electronic Assembly,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",-,149.0
58,2027-07-01 08:00:00,ISA-002,99001,High-performance vacuum system,1,"Gold, Polymer",Vendor VV,22635,16 weeks,Medium,External,A.1,Plasma Brush Technology,SEMI S345,Polishing Uniformity Test,Provided by vendor,Level 1,95,Digital delivery,"RoHS, REACH",-,90.0
20,2025-06-01 08:00:00,SPA-001,78033,Mid-Infrared Spectroscopy Module,1,"Copper, Ceramic",Vendor HH,28612,18 weeks,High,External,B.2,PMS Integration,SEMI S789,Helium Leak Test,Provided by vendor,Level 2,57,Custom crate,"RoHS, REACH",-,90.0
58,2025-07-01 08:00:00,CMP-002,73232,Terahertz Spectroscopy Module,1,"Ceramic, Polyurethane",Vendor YY,13606,16 weeks,High,External,B.2,SPS Integration,SEMI S678,Gas Purity Analysis,Provided by vendor,Level 2,112,Custom packaging,"RoHS, REACH",Safety interlocks during operation,204.0
2,2023-12-01 08:00:00,VS-002,69049,Hydrogen Gas Activation Unit,1,"Titanium, Quartz",Vendor XX,11698,14 weeks,Medium,External,B.2,MEMS Fabrication,SEMI S234,Mass Resolution Test,Provided by vendor,Level 1,138,Custom crate,"RoHS, REACH",-,137.0
10,2026-04-01 08:00:00,RFI-002,66566,Control system for plasma parameters,1,"Copper, Ceramic",Vendor ZZ,5000,14 weeks,Medium,External,B.2,LC Integration,SEMI S456,Polishing Uniformity Test,Provided by vendor,Level 1,77,Custom crate,"RoHS, REACH",-,90.0
45,2024-10-01 08:00:00,DAC-002,59462,Acoustic Control Unit,1,"Gold, Polymer",Vendor VV,14920,20 weeks,Medium,External,A.2,RFQ Integration,SEMI S456,Resolution Enhancement Test,Provided by vendor,Level 2,65,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
9,2026-01-01 08:00:00,PDM-002,76336,Micro-Etching Module,1,Stainless Steel,Vendor UU,5000,22 weeks,High,External,A.3,Vacuum Technology,SEMI S234,Temperature Stability Test,Provided by vendor,Level 2,79,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
45,2027-06-01 08:00:00,CHM-001,17808,Laser Beam Collimation Unit,1,Various,Vendor P,28441,8 weeks,High,External,A.3,LPC Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 1,28,,"RoHS, REACH",Safety interlocks during operation,202.0
25,2025-11-01 08:00:00,EMF-002,11223,Remote Plasma Inspection Unit,1,Electronic Components,Vendor LL,8998,14 weeks,Medium,External,B.2,CMP Technology,SEMI S567,Gas Composition Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
42,2023-03-01 08:00:00,EC-002,99001,Atomic Force Resonance Module,1,"Titanium, Silicon",Vendor ZZ,30000,22 weeks,High,External,A.2,MFM Integration,SEMI S234,Resolution Test,Provided by vendor,Level 2,30,Custom packaging,"RoHS, REACH",-,240.0
0,2025-06-01 08:00:00,EUV-001,11223,Remote Plasma Inspection Unit,1,"Inconel, Polyurethane",Vendor YY,21733,15 weeks,High,External,A.1,"CNC Machining, Welding",SEMI S234,Polishing Uniformity Test,Provided by vendor,Level 1,73,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
37,2026-03-01 08:00:00,RFQ-002,42303,Terahertz Spectroscopy Module,1,Inconel,Vendor TT,16360,8 weeks,High,External,A.3,AFM Integration,SEMI S456,Spectral Analysis Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,226.0
0,2024-04-01 08:00:00,EC-002,99001,Ultrasonic Testing System,1,"Stainless Steel, Glass",Vendor MM,28964,18 weeks,High,External,B.2,RFS Integration,SEMI S234,Reactive Ionization Test,Provided by vendor,level 1,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,189.0
42,2026-12-01 08:00:00,CMP-002,75397,Photolithography Enhancement Unit,1,"Ceramic, Silicon",Vendor FF,10664,14 weeks,Medium,External,A.1,Electronic Assembly,SEMI S890,Electrical Tests,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,117.0
3,2026-04-01 08:00:00,PDM-002,11223,Advanced Plasma Source,1,Quartz,Vendor X,30000,20 weeks,High,External,B.2,Integration of Diagnostics,SEMI S234,Temperature Profile Test,Provided by vendor,Level 2,57,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2027-03-01 08:00:00,THZ-001,50642,Terahertz Spectroscopy Module,1,"Ceramic, Silicon",Vendor FF,20649,18 weeks,High,External,A.3,SPS Integration,SEMI S345,Magnetic Field Uniformity Test,Provided by vendor,Level 2,104,Custom packaging,"RoHS, REACH",Safety interlocks during operation,213.0
11,2027-05-01 08:00:00,GC-002,99001,Laser Beam Collimation Unit,1,"Copper, Ceramic",Vendor FF,30000,18 weeks,High,External,B.2,Advanced Plasma Generation,ISO 9001,Resonance Frequency Test,Provided by vendor,level 1,77,Custom crate,"RoHS, REACH",Safety interlocks during operation,178.0
43,2024-10-01 08:00:00,NEW-001,59099,High-performance vacuum system,1,Various,Vendor U,27078,20 weeks,High,External,A.1,MAS Integration,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 2,26,Custom packaging,"RoHS, REACH",Safety interlocks during operation,140.0
46,2026-08-01 08:00:00,CMP-002,49238,Plasma Monitoring System,1,"Electronic Components, Ceramic",Vendor P,8632,14 weeks,Medium,External,B.1,PMS Integration,SEMI S345,Separation Efficiency Test,Provided by vendor,Level 1,61,Custom crate,"RoHS, REACH",-,90.0
0,2023-11-01 08:00:00,ISA-002,11223,Time-of-Flight Mass Spectrometry Module,1,"Inconel, Polyurethane",Vendor MM,11295,22 weeks,High,External,A.3,THZ Spectroscopy Integration,SEMI S456,Voltage Modulation Test,Provided by vendor,Level 2,79,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
50,2025-03-01 08:00:00,EDA-001,99001,Time-of-Flight Mass Spectrometry Module,1,"Titanium, Silicon",Vendor V,30000,16 weeks,High,External,A.3,GC Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,94,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
20,2025-12-01 08:00:00,TCU-002,32302,Electrostatic Magnetic Field Module,1,"Titanium, Polypropylene",Vendor U,10377,16 weeks,High,External,B.1,RMS Integration,SEMI S345,Mass Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2024-09-01 08:00:00,TCU-002,82544,Robot arm and wafer chuck,1,Titanium,Vendor X,30000,12 weeks,High,External,A.2,EDA Integration,SEMI S234,AFM Resolution Test,Provided by vendor,Level 2,25,Custom crate,,Safety interlocks during operation,174.0
56,2025-09-01 08:00:00,PCU-002,76593,Cathode Voltage Limiter,1,"Ferrite, Copper",Vendor X,27527,8 weeks,High,External,A.1,Nanoparticle Deposition,SEMI S345,Ultrasonic Testing,Provided by vendor,Level 2,93,Custom crate,"RoHS, REACH",-,90.0
0,2023-06-01 08:00:00,EDA-001,21234,Time-of-Flight Mass Spectrometry Module,1,"Silicon, Glass",Vendor O,30000,12 weeks,Medium,External,B.2,MAS Integration,SEMI S456,Nanoparticle Size Analysis,Provided by vendor,Level 1,101,Custom crate,"RoHS, REACH",Safety interlocks during operation,212.0
58,2023-12-01 08:00:00,EDA-001,11223,Data Acquisition System,1,"Stainless Steel, Glass",Vendor NN,12541,14 weeks,High,External,A.1,Electronics Integration,SEMI S567,Data Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,204.0
0,2027-04-01 08:00:00,TCU-002,11223,Control system for plasma parameters,1,Electronic Components,Vendor F,28232,15 weeks,Medium,External,A.1,DBD Integration,SEMI S234,Pressure Uniformity Test,Provided by vendor,Level 2,140,Custom crate,"RoHS, REACH",,240.0
0,2027-06-01 08:00:00,CHM-001,83286,Gas Chromatography Module,1,Electronic Components,Vendor A,19529,14 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S678,Pressure Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,185.0
56,2024-04-01 08:00:00,PHOTO-002,75163,Electrochemical Deposition Apparatus,1,Various,Vendor F,16630,16 weeks,High,External,A.1,EUV Technology,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,26,Custom crate,"RoHS, REACH",Safety interlocks during operation,157.0
52,2023-04-01 08:00:00,LID-001,11223,Residual Gas Analyzer,1,Electronic Components,Vendor W,15110,12 weeks,Medium,External,A.2,THZ Spectroscopy Integration,SEMI S345,Mass Resolution Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,117.0
55,2024-07-01 08:00:00,NANO-002,68436,Terahertz Spectroscopy Module,1,Stainless Steel,Vendor V,26940,20 weeks,High,External,B.2,CNC Machining,SEMI S234,Voltage Limiting Test,Provided by vendor,Level 2,35,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
58,2023-07-01 08:00:00,RMS-002,28948,Electrostatic Magnetic Field Module,1,Zinc Selenide,Vendor KK,22177,16 weeks,High,External,B.2,Ultrasonic Testing Integration,SEMI S234,Control System Tests,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,128.0
5,2025-07-01 08:00:00,AFR-002,77874,Spectroscopic Ellipsometry Module,1,Various,Vendor A,30000,15 weeks,High,External,A.3,FTIR Spectroscopy Integration,SEMI S234,Mass Spectrometry Test,Provided by vendor,Level 2,69,,"RoHS, REACH",Safety interlocks during operation,240.0
41,2025-02-01 08:00:00,DAC-002,25578,RF Generator and Electrostatic Chuck Assembly,1,"Copper, Ceramic",Vendor W,30000,14 weeks,High,External,B.1,TOF-MS Integration,SEMI S234,Control System Tests,Provided by vendor,Level 2,124,Custom packaging,"RoHS, REACH",Safety interlocks during operation,95.0
22,2027-07-01 08:00:00,PRA-001,13702,Dielectric Barrier Discharge Unit,1,Software,Vendor DDD,5000,18 weeks,Medium,External,B.1,AFR Integration,SEMI S345,Data Accuracy Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,148.0
6,2023-12-01 08:00:00,WHS-001,43039,Gas distribution manifold,1,Electronic Components,Vendor NN,27263,10 weeks,Medium,External,A.2,RMS Integration,SEMI S345,Microstructural Analysis,Provided by vendor,Level 1,91,Custom crate,"RoHS, REACH",-,90.0
35,2024-12-01 08:00:00,PDM-002,87670,Cathode Voltage Limiter,1,Various,Vendor D,30000,22 weeks,High,External,A.3,LBC Integration,SEMI S345,Electrical Tests,Provided by vendor,Level 2,111,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
4,2025-01-01 08:00:00,AFR-002,99001,Chemical Mechanical Polishing Unit,1,Inconel,Vendor L,9047,15 weeks,Medium,External,A.2,Electronic Assembly,SEMI S678,Software Testing,Provided by vendor,Level 1,68,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
38,2027-01-01 08:00:00,PSA-001,70455,Micro-Etching Module,1,Titanium,Vendor B,29859,12 weeks,Medium,External,B.2,Vacuum Technology,SEMI S567,Software Testing,Provided by vendor,Level 2,65,Custom crate,"RoHS, REACH",Safety interlocks during operation,191.0
51,2025-03-01 08:00:00,PRA-001,33096,Remote Plasma Inspection Unit,1,"Electronic Components, Ceramic",Vendor M,5000,8 weeks,Medium,External,A.2,Electronic Assembly,SEMI S234,Ellipsometry Accuracy Test,Provided by vendor,Level 2,28,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
22,2025-09-01 08:00:00,NANO-002,99001,Mid-Infrared Spectroscopy Module,1,Various,Vendor LL,30000,16 weeks,Medium,External,B.1,SPS Integration,SEMI S456,Separation Efficiency Test,Provided by vendor,Level 2,139,Custom crate,"RoHS, REACH",-,207.0
58,2023-06-01 08:00:00,LC-002,84149,Cathode Voltage Limiter,1,Titanium,Vendor FF,30000,22 weeks,High,External,A.3,PMS Integration,ISO 9001,Visual Inspection,Provided by vendor,Level 2,29,Digital delivery,"RoHS, REACH",Safety interlocks during operation,207.0
5,2025-11-01 08:00:00,DAS-002,11223,RF Generator and Electrostatic Chuck Assembly,1,"Polyethylene, Silicon",Vendor W,8183,15 weeks,Medium,External,A.1,CVL Integration,SEMI S678,Ultrasonic Testing,Provided by vendor,Level 1,137,Custom crate,"RoHS, REACH",Safety interlocks during operation,220.0
58,2023-01-01 08:00:00,PCB-002,99001,Photolithography Enhancement Unit,1,Electronic Components,Vendor E,19520,12 weeks,Medium,External,A.2,Thermoelectric Cooling,SEMI S789,Microstructural Analysis,Provided by vendor,Level 1,29,Custom packaging,"RoHS, REACH",-,90.0
0,2027-03-01 08:00:00,DIE-001,11223,High-performance vacuum system,1,"Zinc Sulfide, Aluminum",Vendor GG,14626,20 weeks,High,External,B.2,AFR Integration,SEMI S234,Pressure Test,Provided by vendor,Level 2,120,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
11,2025-12-01 08:00:00,ACU-002,99001,Nanoparticle Deposition Module,1,"Ceramic, Silicon",Vendor QQ,30000,15 weeks,High,External,A.2,Integration of Components,SEMI S234,Beam Collimation Accuracy Test,Provided by vendor,Level 2,200,Custom packaging,"RoHS, REACH",Safety interlocks during operation,237.0
0,2024-02-01 08:00:00,PCB-002,24624,High-Voltage Modulator,1,"Copper, Magnetic Alloy",Vendor P,5000,12 weeks,High,External,A.2,MIR Spectroscopy Integration,SEMI S567,Deposition Uniformity Test,Provided by vendor,Level 2,113,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2023-09-01 08:00:00,VS-002,11223,Hydrogen Gas Activation Unit,1,"Copper, Magnetic Alloy",Vendor P,30000,12 weeks,High,External,A.3,TOF-MS Integration,SEMI S789,Diagnostics Performance Test,Provided by vendor,Level 2,107,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
8,2027-06-01 08:00:00,EMF-002,72209,Residual Gas Analyzer,1,"Ferrite, Copper",Vendor KK,18260,14 weeks,Medium,External,A.3,SPA Integration,SEMI S456,Magnetic Field Uniformity Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
49,2026-01-01 08:00:00,ION-002,28816,Scanning Probe Microscopy System,1,"Ferrite, Copper",Vendor AA,6827,10 weeks,High,External,A.3,DTP Integration,SEMI S789,Gas Composition Analysis,Provided by vendor,level 1,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
38,2025-12-01 08:00:00,CVL-002,55544,Photolithography Enhancement Unit,1,Silicon,Vendor A,30000,14 weeks,High,External,A.2,FTS Integration,SEMI S234,Nanoparticle Size Analysis,Provided by vendor,Level 2,200,Custom crate,"RoHS, REACH",Safety interlocks during operation,100.0
0,2025-04-01 08:00:00,EC-002,11223,Atomic Force Resonance Module,1,Stainless Steel,Vendor DD,8496,16 weeks,High,External,B.2,Integration of Diagnostics,SEMI S345,Temperature Profile Test,Provided by vendor,Level 2,89,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2024-10-01 08:00:00,CVL-002,63019,Low-Pressure Chamber Module,1,Optical Elements,Vendor Q,19294,14 weeks,High,External,A.1,TOF-MS Integration,SEMI S456,Robotic Tests,Provided by vendor,Level 1,55,Custom crate,"RoHS, REACH",-,163.0
39,2023-11-01 08:00:00,LBC-002,67203,Magnetic Field Manipulation Unit,1,Various,Vendor YY,30000,20 weeks,High,External,A.2,DTP Integration,SEMI S123,Ion Dose Uniformity Test,Provided by vendor,Level 2,63,Custom packaging,"RoHS, REACH",Safety interlocks during operation,231.0
46,2024-06-01 08:00:00,PSU-002,11223,System for loading wafers into chamber,1,"Copper, Ceramic",Vendor S,6456,14 weeks,Medium,External,B.1,"Laser Cutting, Assembly",ISO 9001,Visual Inspection,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
31,2023-12-01 08:00:00,GPS-002,86782,Precision temperature control,1,"Copper, Ceramic",Vendor J,30000,20 weeks,High,External,A.2,TOF-MS Integration,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,115,Custom packaging,"RoHS, REACH",Safety interlocks during operation,150.0
42,2027-06-01 08:00:00,PDM-002,16567,Electrostatic Magnetic Field Module,1,Electronic Components,Vendor CCC,9308,12 weeks,Medium,External,B.1,HEA Integration,SEMI S678,Acoustic Wave Control Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
5,2026-04-01 08:00:00,DAS-002,45255,Fourier Transform Infrared Spectroscopy Module,1,Aluminum Alloy,Vendor LL,30000,20 weeks,High,External,B.2,Hydrogen Activation Process,SEMI S789,Ion Dose Uniformity Test,Provided by vendor,Level 2,137,Custom crate,"RoHS, REACH",Safety interlocks during handling,240.0
58,2024-11-01 08:00:00,RMS-002,21818,Gas distribution manifold,1,Electronic Components,Vendor XYZ,30000,12 weeks,Medium,External,A.2,Hydrogen Activation Process,SEMI S345,Mass Spectrometry Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
0,2027-06-01 08:00:00,ACU-002,20956,Gas Chromatography Module,1,"Inconel, Polyurethane",Vendor L,23110,10 weeks,High,External,B.1,EMF Integration,SEMI S456,Gas Purity Analysis,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",-,159.0
11,2023-03-01 08:00:00,FTS-001,16708,Remote Plasma Inspection Unit,1,Aluminum Alloy,Vendor HH,15439,14 weeks,Medium,External,B.2,Plasma Brush Technology,SEMI S567,Gas Composition Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,221.0
49,2025-04-01 08:00:00,HVM-002,22516,Plasma Monitoring System,1,"Electronic Components, Ceramic",Vendor RR,5000,14 weeks,Medium,External,A.2,DAS Integration,SEMI S678,Voltage Modulation Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
58,2026-08-01 08:00:00,NANO-002,11223,Micro-Etching Module,1,"Polyethylene, Aluminum",Vendor H,15344,12 weeks,Medium,External,B.2,RFQ Integration,SEMI S234,Voltage Limiting Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,153.0
23,2025-04-01 08:00:00,GDS-001,13980,Extreme Ultraviolet Light Source,1,"Stainless Steel, Polyethylene",Vendor PP,20333,20 weeks,High,External,B.2,AFR Integration,SEMI S456,Functional Tests,Provided by vendor,level 1,61,Custom packaging,"RoHS, REACH",-,240.0
58,2026-08-01 08:00:00,PCS-002,11223,Liquid Chromatography Unit,1,Stainless Steel,Vendor HH,14050,16 weeks,High,External,A.2,MEMS Fabrication,SEMI S567,Polishing Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2026-12-01 08:00:00,PSA-001,99001,Laser Beam Collimation Unit,1,Stainless Steel,Vendor Z,30000,8 weeks,Medium,External,B.1,RFQ Integration,SEMI S234,Mass Spectrometry Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
52,2024-06-01 08:00:00,NEW-001,99001,Mass Spectrometry Analyzer,1,"Copper, Magnetic Alloy",Vendor VV,30000,16 weeks,High,External,A.2,Nanoparticle Deposition,SEMI S456,Magnetic Field Uniformity Test,Provided by vendor,Level 2,84,Custom crate,"RoHS, REACH",Safety interlocks during handling,159.0
2,2025-12-01 08:00:00,FTS-001,11223,Digital-to-Analog Converter,1,"Polyethylene, Silicon",Vendor JJ,5000,8 weeks,Medium,External,B.1,PMS Integration,SEMI S234,Helium Leak Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,167.0
39,2026-03-01 08:00:00,RFS-002,19192,Plasma Control System,1,Electronic Components,Vendor FF,14688,12 weeks,Medium,External,A.2,PMS Integration,SEMI S567,Data Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,95.0
0,2023-12-01 08:00:00,DTP-001,24332,Robot arm and wafer chuck,1,"Gold, Quartz",Vendor FFF,30000,16 weeks,High,External,B.2,SPS Integration,SEMI S678,Resolution Test,Provided by vendor,level 1,119,Custom crate,,Safety interlocks during operation,240.0
14,2025-09-01 08:00:00,ISA-002,11223,Residual Gas Analyzer,1,"Aluminum Alloy, Glass",Vendor II,5000,20 weeks,High,External,A.1,THZ Spectroscopy Integration,SEMI S567,Helium Leak Test,Provided by vendor,level 1,25,Custom crate,"RoHS, REACH",-,209.0
52,2023-05-01 08:00:00,RFS-002,21089,Digital-to-Analog Converter,1,"Polyethylene, Silicon",Vendor AA,15917,12 weeks,Medium,External,A.2,"Laser Cutting, Assembly",SEMI S234,Electrical Tests,Provided by vendor,Level 1,57,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
10,2025-10-01 08:00:00,UTS-002,47128,Fourier Transform Spectrometer Module,1,Optical Elements,Vendor WW,5000,14 weeks,Medium,External,B.2,ACU Integration,SEMI S456,Activation Efficiency Test,Provided by vendor,Level 1,81,Custom crate,"RoHS, REACH",-,90.0
21,2025-07-01 08:00:00,PCB-002,11223,Radio Frequency Quadrupole Unit,1,"Copper, Silicon",Vendor UU,27510,14 weeks,High,External,B.1,Integration of Diagnostics,SEMI S678,Activation Efficiency Test,Provided by vendor,Level 2,45,Custom packaging,,,234.0
